booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,,amount,discount,date_of_booking
1393,183557,Cancelled,2022-02-15,2022-02-16,1,74,,2989,759,2022-02-14
1321,184770,No Show,2022-02-14,2022-02-15,1,25,,3444,875,2022-02-14
1256,187033,Stayed,2022-02-14,2022-02-15,1,143,,8059,1705,2022-02-14
1190,189926,Cancelled,2022-02-14,2022-02-15,1,299,,3444,728,2022-02-14
1191,189926,Stayed,2022-02-14,2022-02-15,1,299,,3444,728,2022-02-14
1261,191615,Cancelled,2022-02-14,2022-02-15,1,901,,5264,1113,2022-02-14
1591,6284,Stayed,2022-02-17,2022-02-18,1,239,,1888,399,2022-02-15
1673,17784,Cancelled,2022-04-10,2022-04-12,1,997,,7277,1847,2022-02-15
1590,19760,Stayed,2022-02-17,2022-02-18,1,239,,1888,399,2022-02-15
1489,20003,Stayed,2022-02-15,2022-02-16,1,629,,1624,343,2022-02-15
1609,20223,Stayed,2022-02-16,2022-02-17,1,77,,1993,421,2022-02-15
1589,21854,Stayed,2022-02-18,2022-02-19,1,239,,2405,509,2022-02-15
1252,30922,Stayed,2022-02-17,2022-02-18,2,229,,9617,2115,2022-02-15
1063,32581,No Show,2022-02-15,2022-02-17,1,56,,3448,759,2022-02-15
1611,36152,Stayed,2022-02-15,2022-02-16,1,77,,1942,411,2022-02-15
1003,36635,Stayed,2022-02-16,2022-02-17,1,252,,2616,553,2022-02-15
1873,37618,Stayed,2022-02-16,2022-02-17,1,238,,4354,921,2022-02-15
1373,45090,Stayed,2022-02-15,2022-02-16,1,551,,5654,1196,2022-02-15
1854,50957,No Show,2022-02-15,2022-02-16,1,44,,2599,550,2022-02-15
1097,57801,Cancelled,2022-02-16,2022-02-20,1,86,,9246,1956,2022-02-15
1855,58871,Stayed,2022-02-15,2022-02-16,1,44,,2339,1181,2022-02-15
1203,59828,Stayed,2022-02-15,2022-02-16,1,315,,3194,675,2022-02-15
1612,63082,Cancelled,2022-02-15,2022-02-16,1,77,,2233,473,2022-02-15
1305,74653,Stayed,2022-02-15,2022-02-16,1,716,,3184,701,2022-02-15
1355,75341,Stayed,2022-02-19,2022-02-21,1,380,,3897,825,2022-02-15
1675,76269,Cancelled,2022-02-15,2022-02-16,2,998,,7537,1595,2022-02-15
1389,77061,Cancelled,2022-04-08,2022-04-10,1,74,,4547,963,2022-02-15
1143,77179,Stayed,2022-02-15,2022-02-17,1,106,,5587,1183,2022-02-15
1584,79500,Stayed,2022-02-18,2022-02-20,1,239,,5018,1062,2022-02-15
1734,87373,Cancelled,2022-02-15,2022-02-17,1,373,,4352,921,2022-02-15
1790,106583,Stayed,2022-02-23,2022-02-24,1,68,,4484,948,2022-02-15
1824,107622,Stayed,2022-02-15,2022-02-16,1,574,,2664,677,2022-02-15
1674,115233,Stayed,2022-02-24,2022-02-26,1,843,,10527,2228,2022-02-15
1766,121362,Cancelled,2022-04-15,2022-04-18,1,226,,6821,0,2022-02-15
1443,126952,Cancelled,2022-02-15,2022-02-16,1,37,,2404,508,2022-02-15
1780,127745,Stayed,2022-02-16,2022-02-18,1,800,,5983,1317,2022-02-15
1048,130739,Stayed,2022-02-16,2022-02-17,1,486,,2599,572,2022-02-15
1162,137492,Stayed,2022-02-15,2022-02-16,1,691,,1953,414,2022-02-15
1835,140493,No Show,2022-02-16,2022-02-17,1,162,,2649,561,2022-02-15
1469,165031,Cancelled,2022-02-19,2022-02-20,1,13,,1884,398,2022-02-15
1109,172653,No Show,2022-03-09,2022-03-10,2,760,,8447,1788,2022-02-15
1372,183351,Cancelled,2022-02-17,2022-02-19,1,437,,8707,1915,2022-02-15
1806,189022,Stayed,2022-02-15,2022-02-16,1,261,,2014,426,2022-02-15
1340,199611,Cancelled,2022-02-17,2022-02-18,1,366,,2188,556,2022-02-15
1399,199981,Stayed,2022-02-15,2022-02-16,1,178,,2599,0,2022-02-15
1468,3424,Stayed,2022-02-16,2022-02-17,1,13,,2014,426,2022-02-16
1467,7592,Cancelled,2022-02-17,2022-02-18,1,13,,2079,440,2022-02-16
1243,9108,Cancelled,2022-02-17,2022-02-18,1,473,,2469,543,2022-02-16
1919,27465,Cancelled,2022-02-16,2022-02-17,1,211,,5134,1086,2022-02-16
1297,33086,Stayed,2022-02-16,2022-02-17,1,302,,2794,591,2022-02-16
1842,33926,Cancelled,2022-02-26,2022-02-27,1,203,,2599,550,2022-02-16
1427,35737,Cancelled,2022-02-24,2022-02-25,1,33,,2079,458,2022-02-16
1608,36152,Stayed,2022-02-16,2022-02-17,1,77,,2006,425,2022-02-16
1867,41034,Stayed,2022-02-16,2022-02-17,1,677,,2339,515,2022-02-16
1128,47695,Stayed,2022-02-16,2022-02-17,1,894,,2469,523,2022-02-16
1366,49800,Cancelled,2022-02-16,2022-02-17,1,62,,2209,468,2022-02-16
1365,50981,Cancelled,2022-02-16,2022-02-17,1,62,,2664,563,2022-02-16
1823,51525,Stayed,2022-02-16,2022-02-20,1,574,,11887,2615,2022-02-16
1551,55556,Cancelled,2022-02-17,2022-02-18,1,346,,2339,495,2022-02-16
1544,56894,Stayed,2022-02-16,2022-02-17,1,653,,2664,563,2022-02-16
1452,59877,Cancelled,2022-02-16,2022-02-17,1,449,,1958,415,2022-02-16
1223,64673,Stayed,2022-02-25,2022-02-26,1,132,,4224,893,2022-02-16
1769,71996,Cancelled,2022-02-19,2022-02-22,1,267,,17351,3817,2022-02-16
1341,73006,Stayed,2022-02-17,2022-02-18,1,366,,2018,513,2022-02-16
1543,74860,Cancelled,2022-02-22,2022-02-23,1,653,,2534,536,2022-02-16
1759,102793,Stayed,2022-02-16,2022-02-17,1,136,,5199,1100,2022-02-16
1623,110482,Stayed,2022-02-20,2022-02-25,1,58,,9744,2061,2022-02-16
1177,113815,Stayed,2022-02-17,2022-02-18,1,633,,3574,756,2022-02-16
1715,121461,Cancelled,2022-02-17,2022-02-18,2,507,,5327,1128,2022-02-16
1879,131959,Stayed,2022-02-17,2022-02-19,1,594,,7667,1686,2022-02-16
1324,142383,Stayed,2022-03-08,2022-03-09,3,147,,12086,2659,2022-02-16
1639,146622,Stayed,2022-02-16,2022-02-17,1,417,,2649,561,2022-02-16
1465,165031,Stayed,2022-02-19,2022-02-20,1,13,,1754,371,2022-02-16
1007,170174,Stayed,2022-02-16,2022-02-17,1,571,,3769,798,2022-02-16
1175,170174,Cancelled,2022-02-16,2022-02-17,1,978,,3834,811,2022-02-16
1134,172023,Cancelled,2022-02-17,2022-02-19,1,251,,5067,1073,2022-02-16
1184,172653,Stayed,2022-02-20,2022-02-22,1,359,,4417,935,2022-02-16
1556,184274,Cancelled,2022-02-18,2022-02-19,1,176,,3419,724,2022-02-16
1039,192914,Stayed,2022-02-16,2022-02-17,1,468,,3249,825,2022-02-16
1586,5397,Stayed,2022-02-18,2022-02-20,1,239,,5756,1218,2022-02-17
1567,7443,Stayed,2022-02-18,2022-02-19,1,50,,3054,646,2022-02-17
1242,8760,Stayed,2022-02-18,2022-02-19,1,473,,2729,578,2022-02-17
1304,9187,Cancelled,2022-02-17,2022-02-18,1,716,,3379,858,2022-02-17
1569,12484,Cancelled,2022-02-22,2022-02-23,1,50,,2534,536,2022-02-17
1515,18139,Cancelled,2022-02-18,2022-02-19,1,515,,2664,563,2022-02-17
1818,27435,Cancelled,2022-02-17,2022-02-18,2,670,,5197,1100,2022-02-17
1347,33558,Stayed,2022-02-20,2022-02-22,1,960,,4360,959,2022-02-17
1237,41043,Cancelled,2022-02-17,2022-02-18,1,31,,4224,1073,2022-02-17
1239,41043,No Show,2022-02-17,2022-02-18,1,265,,3964,872,2022-02-17
1607,47276,Cancelled,2022-02-18,2022-02-19,1,77,,3229,820,2022-02-17
1356,58754,Cancelled,2022-03-20,2022-03-21,1,130,,1429,363,2022-02-17
1659,58858,Stayed,2022-02-17,2022-02-19,1,522,,5457,1200,2022-02-17
1852,67635,Cancelled,2022-02-18,2022-02-19,1,569,,2989,759,2022-02-17
1878,68688,Stayed,2022-02-17,2022-02-19,1,594,,8596,1818,2022-02-17
1747,69881,Cancelled,2022-03-04,2022-03-05,1,750,,3379,744,2022-02-17
1753,72844,Stayed,2022-02-18,2022-02-19,1,235,,4593,971,2022-02-17
1542,74860,Cancelled,2022-03-01,2022-03-02,1,653,,3119,660,2022-02-17
1901,76046,No Show,2022-02-17,2022-02-18,1,646,,3316,702,2022-02-17
1139,77179,Stayed,2022-02-17,2022-02-23,1,106,,18127,3835,2022-02-17
1141,77179,Stayed,2022-02-17,2022-02-18,1,106,,3184,673,2022-02-17
1388,101051,Stayed,2022-02-17,2022-02-18,1,74,,2924,618,2022-02-17
1786,104160,Stayed,2022-03-16,2022-03-17,4,117,,25995,5719,2022-02-17
1788,104160,Cancelled,2022-02-22,2022-02-23,5,117,,23719,5017,2022-02-17
1171,137492,Stayed,2022-02-17,2022-02-18,1,820,,2339,495,2022-02-17
1638,146622,Stayed,2022-02-17,2022-02-18,1,417,,2259,479,2022-02-17
1636,153758,Cancelled,2022-02-20,2022-02-21,1,417,,1732,366,2022-02-17
1173,170174,Stayed,2022-02-17,2022-02-18,1,978,,3769,798,2022-02-17
1155,172023,Stayed,2022-02-17,2022-02-19,1,757,,5840,1235,2022-02-17
1375,183032,Cancelled,2022-02-25,2022-02-26,1,233,,2794,591,2022-02-17
1339,192084,Cancelled,2022-02-18,2022-02-19,1,366,,2847,603,2022-02-17
1704,194653,Stayed,2022-02-17,2022-02-18,1,599,,1869,396,2022-02-17
1294,2029,Stayed,2022-02-18,2022-02-19,1,205,,3119,660,2022-02-18
1911,9330,No Show,2022-02-18,2022-02-19,1,648,,1914,405,2022-02-18
1918,9330,Stayed,2022-02-18,2022-02-19,1,211,,4744,1003,2022-02-18
1620,11025,Stayed,2022-02-18,2022-02-19,1,364,,2079,440,2022-02-18
1604,19795,Stayed,2022-02-20,2022-02-21,1,77,,1888,399,2022-02-18
1054,42849,Cancelled,2022-02-18,2022-02-19,1,812,,2144,453,2022-02-18
1605,51090,Cancelled,2022-02-19,2022-02-20,1,77,,2035,430,2022-02-18
1265,51367,Stayed,2022-02-18,2022-02-19,1,328,,5004,1101,2022-02-18
1354,55452,Cancelled,2022-02-22,2022-02-24,1,380,,4417,935,2022-02-18
1358,64143,Stayed,2022-02-18,2022-02-19,1,396,,3704,815,2022-02-18
1908,64784,Cancelled,2022-02-19,2022-02-21,1,813,,6107,1293,2022-02-18
1417,69202,Stayed,2022-02-18,2022-02-19,1,29,,2469,523,2022-02-18
1448,73006,No Show,2022-02-21,2022-02-26,1,37,,11369,2405,2022-02-18
1449,73006,No Show,2022-02-20,2022-02-21,1,37,,2274,481,2022-02-18
1775,85093,Stayed,2022-02-18,2022-02-19,1,885,,2794,591,2022-02-18
1113,85555,Stayed,2022-02-23,2022-02-27,1,597,,11710,2576,2022-02-18
1882,93021,Stayed,2022-02-18,2022-02-19,1,614,,3444,728,2022-02-18
1907,93021,Cancelled,2022-02-18,2022-02-19,1,652,,3054,672,2022-02-18
1034,105919,Cancelled,2022-02-19,2022-02-20,2,232,,5533,1218,2022-02-18
1800,108885,Cancelled,2022-02-19,2022-02-20,1,567,,5524,1168,2022-02-18
1241,112410,No Show,2022-02-21,2022-02-22,1,473,,2469,685,2022-02-18
1176,113815,Stayed,2022-02-18,2022-02-19,1,633,,3574,756,2022-02-18
1201,133250,Stayed,2022-02-18,2022-02-19,1,315,,3099,656,2022-02-18
1889,137026,Stayed,2022-02-18,2022-02-21,1,736,,13190,3570,2022-02-18
1488,142556,Stayed,2022-02-18,2022-02-19,1,629,,2534,536,2022-02-18
1012,145104,Stayed,2022-02-18,2022-02-19,1,109,,2859,605,2022-02-18
1518,159431,Stayed,2022-02-18,2022-02-19,1,523,,3379,858,2022-02-18
1174,170174,Stayed,2022-02-18,2022-02-19,1,978,,3704,783,2022-02-18
1189,171586,Stayed,2022-02-20,2022-02-23,1,299,,10460,2213,2022-02-18
1218,180388,Stayed,2022-02-18,2022-02-19,1,557,,2989,658,2022-02-18
1603,182292,Stayed,2022-02-20,2022-02-21,1,77,,1888,399,2022-02-18
1881,184545,Stayed,2022-02-22,2022-02-25,1,614,,8186,1731,2022-02-18
1226,185319,Stayed,2022-02-18,2022-02-19,1,883,,3588,759,2022-02-18
1561,7845,Stayed,2022-02-20,2022-02-21,1,176,,2011,426,2022-02-19
1619,11025,Stayed,2022-02-19,2022-02-20,1,364,,1884,398,2022-02-19
1001,32661,Stayed,2022-02-19,2022-02-20,1,252,,2506,530,2022-02-19
1464,32772,Cancelled,2022-02-25,2022-02-27,1,13,,3507,771,2022-02-19
1841,33926,Stayed,2022-02-26,2022-02-27,1,203,,2599,660,2022-02-19
1658,54134,No Show,2022-02-20,2022-02-21,1,522,,2274,481,2022-02-19
1272,55575,Stayed,2022-02-19,2022-02-20,1,301,,3184,809,2022-02-19
1094,57801,Stayed,2022-02-20,2022-02-21,1,86,,1730,366,2022-02-19
1136,68720,Stayed,2022-02-19,2022-02-20,1,756,,2339,495,2022-02-19
1227,76262,Stayed,2022-02-19,2022-02-20,1,883,,3588,759,2022-02-19
1440,83024,Cancelled,2022-02-19,2022-02-20,1,305,,2144,453,2022-02-19
1348,118645,Cancelled,2022-02-21,2022-02-22,1,960,,1560,343,2022-02-19
1332,130164,Cancelled,2022-02-25,2022-02-26,1,394,,4549,963,2022-02-19
1752,134014,Cancelled,2022-02-19,2022-02-20,1,235,,3062,648,2022-02-19
1695,143278,Stayed,2022-02-19,2022-02-21,1,626,,3832,811,2022-02-19
1216,156740,Stayed,2022-02-19,2022-02-20,1,557,,2339,495,2022-02-19
1588,171180,Stayed,2022-02-19,2022-02-20,1,239,,1888,399,2022-02-19
1264,171359,Stayed,2022-02-20,2022-02-21,1,328,,3704,783,2022-02-19
1200,180388,Cancelled,2022-02-26,2022-02-27,1,315,,3189,674,2022-02-19
1161,181599,Stayed,2022-02-20,2022-02-23,1,691,,5690,1252,2022-02-19
1779,186259,Stayed,2022-02-19,2022-02-21,1,800,,7363,1620,2022-02-19
1428,190208,Stayed,2022-02-19,2022-02-20,1,33,,2079,440,2022-02-19
1737,192450,Stayed,2022-02-19,2022-02-20,1,407,,5459,1386,2022-02-19
1250,197416,Cancelled,2022-05-10,2022-05-11,1,73,,2469,523,2022-02-19
1217,198706,Cancelled,2022-02-19,2022-02-20,1,557,,2079,440,2022-02-19
1320,14557,Cancelled,2022-02-24,2022-02-27,1,25,,11954,2529,2022-02-20
1585,21152,Cancelled,2022-02-21,2022-02-22,1,239,,2129,469,2022-02-20
1628,27112,Stayed,2022-03-04,2022-03-06,1,448,,6237,1320,2022-02-20
1808,27527,Cancelled,2022-02-20,2022-02-21,1,59,,1819,385,2022-02-20
1859,27527,Stayed,2022-02-20,2022-02-21,1,677,,2014,426,2022-02-20
1795,41023,Cancelled,2022-02-21,2022-02-22,1,325,,3444,728,2022-02-20
1797,44087,Cancelled,2022-02-20,2022-02-24,1,186,,18455,4685,2022-02-20
1527,44291,Stayed,2022-02-21,2022-02-22,1,399,,2144,545,2022-02-20
1566,45644,Stayed,2022-02-20,2022-02-23,1,50,,6821,1443,2022-02-20
1027,47963,Stayed,2022-02-20,2022-02-21,1,88,,1837,388,2022-02-20
1692,50396,Stayed,2022-02-21,2022-02-22,1,689,,3899,825,2022-02-20
1717,55143,Stayed,2022-02-20,2022-02-21,1,192,,3704,783,2022-02-20
1093,57801,Stayed,2022-02-21,2022-02-22,1,86,,1894,400,2022-02-20
1360,60395,Stayed,2022-02-22,2022-02-23,1,564,,2534,536,2022-02-20
1151,60635,Stayed,2022-03-04,2022-03-05,1,244,,2209,561,2022-02-20
1860,70196,Cancelled,2022-02-20,2022-02-21,1,677,,2339,495,2022-02-20
1886,78903,Stayed,2022-02-24,2022-02-26,1,751,,8382,1773,2022-02-20
1270,83516,Stayed,2022-02-23,2022-02-24,1,301,,2664,563,2022-02-20
1377,90112,Stayed,2022-02-21,2022-02-22,1,233,,2534,558,2022-02-20
1758,90622,Stayed,2022-02-20,2022-02-21,1,136,,5654,1196,2022-02-20
1624,93374,Stayed,2022-02-21,2022-02-24,1,58,,5795,1275,2022-02-20
1625,93374,Stayed,2022-02-20,2022-02-21,1,58,,1884,415,2022-02-20
1761,106720,Cancelled,2022-02-21,2022-02-23,1,223,,9682,2048,2022-02-20
1225,111950,Cancelled,2022-02-20,2022-02-21,1,883,,3588,759,2022-02-20
1179,120340,Cancelled,2022-02-20,2022-02-21,1,888,,2600,572,2022-02-20
1739,127171,Cancelled,2022-03-10,2022-03-20,1,534,,87737,18560,2022-02-20
1169,137492,Stayed,2022-02-20,2022-02-21,1,820,,2209,468,2022-02-20
1059,138055,Cancelled,2022-02-20,2022-02-21,1,107,,3314,701,2022-02-20
1657,144056,Stayed,2022-02-21,2022-02-22,1,522,,2339,495,2022-02-20
1583,165036,Stayed,2022-02-21,2022-02-22,1,239,,1888,416,2022-02-20
1104,167471,Stayed,2022-02-20,2022-02-21,1,161,,1594,338,2022-02-20
1357,187505,Stayed,2022-02-20,2022-02-21,1,396,,2599,572,2022-02-20
1023,193036,Cancelled,2022-03-06,2022-03-08,1,88,,5580,1180,2022-02-20
1077,193154,Cancelled,2022-02-21,2022-02-24,1,295,,8771,1929,2022-02-20
1168,9065,Stayed,2022-02-21,2022-02-24,1,820,,7149,1573,2022-02-21
1331,9894,Stayed,2022-02-28,2022-03-01,1,49,,2989,633,2022-02-21
1748,22782,Stayed,2022-02-21,2022-02-22,1,750,,2209,561,2022-02-21
1313,28621,Cancelled,2022-02-23,2022-02-24,1,146,,3466,734,2022-02-21
1026,47963,Stayed,2022-02-21,2022-02-22,1,88,,2349,497,2022-02-21
1384,50471,Stayed,2022-02-21,2022-02-22,1,701,,3119,686,2022-02-21
1350,55452,Stayed,2022-02-22,2022-02-24,1,579,,4677,990,2022-02-21
1090,57801,Stayed,2022-02-22,2022-02-23,1,86,,1749,370,2022-02-21
1374,61890,Stayed,2022-02-21,2022-02-22,1,548,,3444,728,2022-02-21
1798,66108,Cancelled,2022-02-26,2022-02-27,1,111,,3119,660,2022-02-21
1334,77175,Stayed,2022-03-21,2022-03-23,1,366,,3557,903,2022-02-21
1156,77745,Cancelled,2022-03-04,2022-03-07,1,757,,9204,1947,2022-02-21
1925,78365,Stayed,2022-02-22,2022-02-23,1,619,,2599,550,2022-02-21
1577,78708,Stayed,2022-02-21,2022-02-22,1,241,,1884,398,2022-02-21
1364,82104,Cancelled,2022-02-21,2022-02-22,1,62,,1754,371,2022-02-21
1416,83735,Stayed,2022-02-23,2022-02-24,1,29,,2209,468,2022-02-21
1525,85993,Stayed,2022-02-22,2022-02-23,1,399,,2144,453,2022-02-21
1526,85993,Cancelled,2022-02-21,2022-02-22,1,399,,2144,453,2022-02-21
1376,90112,Stayed,2022-02-22,2022-02-24,1,233,,5262,1157,2022-02-21
1575,95557,Stayed,2022-02-21,2022-02-22,2,578,,6887,1748,2022-02-21
1618,99396,Stayed,2022-02-23,2022-02-24,1,364,,2404,508,2022-02-21
1051,105620,Stayed,2022-02-22,2022-02-23,1,128,,2924,618,2022-02-21
1052,105620,Cancelled,2022-02-22,2022-02-23,1,128,,2924,618,2022-02-21
1053,105620,Stayed,2022-02-21,2022-02-22,1,128,,2924,618,2022-02-21
1537,108360,Cancelled,2022-02-25,2022-02-26,1,131,,2079,440,2022-02-21
1598,110482,Stayed,2022-02-28,2022-03-04,1,77,,7472,1581,2022-02-21
1745,127171,Cancelled,2022-03-15,2022-03-16,1,566,,8384,1845,2022-02-21
1684,131261,Stayed,2022-02-21,2022-02-22,1,342,,2534,536,2022-02-21
1293,134107,Stayed,2022-02-22,2022-02-23,1,205,,3054,646,2022-02-21
1820,135873,Stayed,2022-02-21,2022-02-23,1,324,,4157,914,2022-02-21
1910,139513,Cancelled,2022-03-05,2022-03-07,2,648,,10837,2292,2022-02-21
1833,140493,No Show,2022-02-21,2022-02-22,2,162,,3744,792,2022-02-21
1834,140493,Cancelled,2022-02-21,2022-02-22,2,162,,5647,1195,2022-02-21
1693,142597,Stayed,2022-02-21,2022-02-22,1,626,,2014,426,2022-02-21
1694,142597,Stayed,2022-02-21,2022-02-22,1,626,,2534,536,2022-02-21
1282,142920,Cancelled,2022-02-22,2022-02-24,1,456,,5457,1385,2022-02-21
1891,178334,Stayed,2022-02-21,2022-02-22,1,663,,2080,458,2022-02-21
1538,1864,Stayed,2022-02-22,2022-02-23,1,131,,1494,316,2022-02-22
1487,6892,Stayed,2022-02-23,2022-02-24,1,629,,1949,413,2022-02-22
1447,10362,Cancelled,2022-02-22,2022-02-23,1,37,,2014,426,2022-02-22
1258,23393,Cancelled,2022-02-22,2022-02-23,1,99,,4679,990,2022-02-22
1091,38832,Stayed,2022-02-22,2022-02-23,1,86,,1386,294,2022-02-22
1363,42520,Stayed,2022-02-22,2022-02-23,1,62,,2144,453,2022-02-22
1088,57801,Stayed,2022-02-23,2022-02-24,1,86,,1867,395,2022-02-22
1509,69975,Stayed,2022-02-22,2022-02-23,1,955,,1689,358,2022-02-22
1138,77179,Stayed,2022-02-23,2022-02-25,1,106,,5587,1183,2022-02-22
1802,94430,Cancelled,2022-02-25,2022-02-28,1,500,,6626,1458,2022-02-22
1785,104160,Stayed,2022-03-16,2022-03-18,1,117,,12997,2750,2022-02-22
1832,140493,Cancelled,2022-02-22,2022-02-23,2,162,,4966,1051,2022-02-22
1836,140493,Cancelled,2022-02-23,2022-02-25,2,162,,12449,2633,2022-02-22
1634,145838,Stayed,2022-02-22,2022-02-23,1,417,,1776,376,2022-02-22
1188,146718,Stayed,2022-02-22,2022-02-23,1,299,,2859,605,2022-02-22
1550,150771,Stayed,2022-02-23,2022-02-24,1,346,,2404,508,2022-02-22
1877,177132,Cancelled,2022-02-22,2022-03-02,1,594,,24180,5320,2022-02-22
1383,187774,Stayed,2022-02-22,2022-02-23,1,701,,2859,605,2022-02-22
1707,3288,Cancelled,2022-02-24,2022-02-26,1,169,,3637,800,2022-02-23
1735,3846,Cancelled,2022-02-23,2022-02-24,1,294,,1608,340,2022-02-23
1401,7310,Cancelled,2022-02-23,2022-02-24,2,263,,4417,935,2022-02-23
1853,8611,Stayed,2022-02-24,2022-02-26,1,44,,5847,1238,2022-02-23
1726,10815,Stayed,2022-02-24,2022-02-26,1,932,,4157,880,2022-02-23
1796,13678,Stayed,2022-02-24,2022-02-25,1,879,,6564,1388,2022-02-23
1240,17980,Cancelled,2022-02-24,2022-02-25,1,473,,2794,591,2022-02-23
1768,21366,Stayed,2022-02-23,2022-02-24,1,267,,5199,1144,2022-02-23
1446,23689,Cancelled,2022-02-24,2022-02-26,1,37,,4287,908,2022-02-23
1125,24587,Stayed,2022-02-23,2022-02-24,1,84,,1754,371,2022-02-23
1263,31583,Stayed,2022-02-25,2022-02-26,1,328,,3834,811,2022-02-23
1061,37827,Cancelled,2022-04-24,2022-04-26,2,274,,12475,2639,2022-02-23
1318,48802,Cancelled,2022-02-25,2022-02-26,1,25,,3054,646,2022-02-23
1395,52555,Stayed,2022-02-23,2022-02-24,1,116,,1689,358,2022-02-23
1086,57801,Stayed,2022-02-24,2022-02-25,1,86,,2025,429,2022-02-23
1885,82206,Stayed,2022-02-26,2022-02-27,1,751,,3964,838,2022-02-23
1917,126588,Stayed,2022-02-23,2022-02-24,1,211,,4029,853,2022-02-23
1269,134413,Cancelled,2022-02-26,2022-02-27,1,301,,3054,776,2022-02-23
1819,135873,Stayed,2022-02-23,2022-02-24,1,324,,2404,529,2022-02-23
1803,137573,Cancelled,2022-02-23,2022-02-24,1,500,,2144,453,2022-02-23
1434,162890,Stayed,2022-02-24,2022-02-25,1,33,,2014,426,2022-02-23
1085,172023,Stayed,2022-02-24,2022-02-26,1,86,,4347,920,2022-02-23
1025,193036,Cancelled,2022-03-04,2022-03-08,1,88,,11575,2449,2022-02-23
1359,195573,Cancelled,2022-02-23,2022-02-24,1,391,,2534,536,2022-02-23
1757,4141,Stayed,2022-02-26,2022-03-01,1,136,,12476,2639,2022-02-24
1435,5633,Stayed,2022-02-24,2022-02-25,1,33,,1624,413,2022-02-24
1404,5977,Stayed,2022-02-24,2022-02-25,1,21,,1819,385,2022-02-24
1405,5977,Stayed,2022-02-24,2022-02-25,1,21,,1819,385,2022-02-24
1778,9133,Stayed,2022-02-24,2022-02-25,2,800,,7233,1530,2022-02-24
1024,9197,Cancelled,2022-03-03,2022-03-05,1,88,,6388,1352,2022-02-24
1507,10629,Stayed,2022-02-24,2022-02-25,1,955,,2144,453,2022-02-24
1508,10629,No Show,2022-02-24,2022-02-25,1,955,,2144,453,2022-02-24
1317,14557,Stayed,2022-02-25,2022-02-27,1,25,,7342,1615,2022-02-24
1319,14557,Stayed,2022-02-24,2022-02-25,1,25,,3314,729,2022-02-24
1406,18261,No Show,2022-02-24,2022-02-25,1,21,,2014,426,2022-02-24
1656,38145,Stayed,2022-02-25,2022-02-26,1,522,,2469,523,2022-02-24
1371,45972,Stayed,2022-02-24,2022-02-25,1,437,,4419,935,2022-02-24
1353,50594,No Show,2022-02-24,2022-02-25,1,380,,1949,429,2022-02-24
1462,54218,Cancelled,2022-02-26,2022-02-27,1,13,,2079,440,2022-02-24
1084,57801,Stayed,2022-02-26,2022-02-27,1,86,,2015,427,2022-02-24
1096,57801,Cancelled,2022-02-26,2022-02-27,1,86,,2094,443,2022-02-24
1303,74653,Stayed,2022-02-24,2022-02-25,1,716,,3444,875,2022-02-24
1541,74860,Stayed,2022-02-25,2022-02-26,1,653,,2599,550,2022-02-24
1325,85699,Stayed,2022-02-25,2022-02-26,1,147,,4354,921,2022-02-24
1630,109602,Cancelled,2022-02-24,2022-02-25,1,448,,2664,586,2022-02-24
1199,111098,Cancelled,2022-02-26,2022-02-27,1,315,,3487,738,2022-02-24
1268,134413,Stayed,2022-03-05,2022-03-06,1,301,,3054,776,2022-02-24
1445,154563,Cancelled,2022-02-25,2022-02-26,2,37,,5392,1141,2022-02-24
1160,172114,Stayed,2022-02-25,2022-02-26,1,691,,1888,399,2022-02-24
1683,180438,Cancelled,2022-03-04,2022-03-05,1,342,,2664,563,2022-02-24
1831,182991,Stayed,2022-02-24,2022-02-25,1,162,,2657,562,2022-02-24
1533,6317,Cancelled,2022-02-25,2022-02-26,2,848,,6757,1430,2022-02-25
1851,8380,Stayed,2022-02-26,2022-03-03,1,287,,11174,2364,2022-02-25
1215,8864,Cancelled,2022-02-25,2022-02-26,1,557,,2664,563,2022-02-25
1316,12377,Cancelled,2022-03-07,2022-03-11,1,25,,11565,2446,2022-02-25
1809,17106,Stayed,2022-02-26,2022-02-27,1,59,,2079,458,2022-02-25
1118,26389,Stayed,2022-02-25,2022-02-26,1,154,,2924,618,2022-02-25
1805,31449,Stayed,2022-02-25,2022-02-26,2,261,,5977,1265,2022-02-25
1069,40906,Stayed,2022-02-25,2022-02-26,1,245,,2573,567,2022-02-25
1111,56000,Stayed,2022-02-26,2022-03-01,1,597,,7734,1636,2022-02-25
1706,60395,Stayed,2022-02-25,2022-02-26,1,169,,1364,288,2022-02-25
1667,70944,Stayed,2022-02-25,2022-02-26,2,478,,4677,990,2022-02-25
1874,72061,Stayed,2022-02-25,2022-02-26,1,620,,3964,838,2022-02-25
1352,73006,Stayed,2022-02-25,2022-02-26,1,380,,2014,426,2022-02-25
1756,78447,Cancelled,2022-03-11,2022-03-13,1,235,,7322,1549,2022-02-25
1022,86029,Stayed,2022-02-25,2022-02-26,1,109,,3769,798,2022-02-25
1117,106210,Cancelled,2022-03-05,2022-03-07,1,154,,4287,943,2022-02-25
1149,106508,Cancelled,2022-02-25,2022-02-26,1,244,,3119,660,2022-02-25
1076,124252,Cancelled,2022-03-07,2022-03-08,1,295,,3119,660,2022-02-25
